issue_url,issue_label,issue_number,issue_date,piece_title,piece_url,author,type
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,"Found Poem Composed in Dearborn, Michigan",http://evergreenreview.com/read/found-poem-composed-in-dearborn-michigan/,"Mariam Bazeed, Jee Leong Koh",Poem
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,Korkak,http://evergreenreview.com/read/korkak/,Mark Jacobs,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,“Plantation Cinema” and Other Poems,http://evergreenreview.com/read/plantation-cinema-and-other-poems/,Tony D'Arpino,Poetry
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,“Canzone: Morning Light” and Other Poems,http://evergreenreview.com/read/canzone-morning-light-and-other-poems/,Katherine Barrett Swett,Poetry
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,Covid in Iran and the Ills of Theocracy,http://evergreenreview.com/read/covid-in-iran-and-the-ills-of-theocracy/,Mohammad Hakima,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,The Whore Stuff,http://evergreenreview.com/read/the-whore-stuff/,Quinn Roberts,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,Up from the Slime,http://evergreenreview.com/read/up-from-the-slime/,Caoimhe Harlock,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,Coronastalgia,http://evergreenreview.com/read/coronastalgia/,Belén Fernández,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,Shaving,http://evergreenreview.com/read/shaving/,Edmund White,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,Donald Trump’s Operation Mindfuck,http://evergreenreview.com/read/donald-trumps-operation-mindfuck/,Robert Guffey,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,“The Rented Louis Vuitton” and Other Poems,http://evergreenreview.com/read/the-rented-louis-vuitton-and-other-poems/,Ankita Anand,Poetry
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,COVID-69: Personal Protective Erotica That Plague Was Exceedingly Great,http://evergreenreview.com/read/that-plague-was-exceedingly-great/,Charles March III,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,Mad Meg: Live at Panevezys Correction House for Women in Lithuania,http://evergreenreview.com/read/mad-meg-live-at-panevezys-correction-house-for-women/,Miracle Jones,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,The Village Idiot,http://evergreenreview.com/read/the-village-idiot/,Steve Stern,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,"“(say his name, say his name)” and Other Poems",http://evergreenreview.com/read/say-his-name-say-his-name-and-other-poems/,Kathleen Hellen,Poetry
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,"Jackie Wang - ""The Future of Abolition""",https://evergreenreview.com/podcast/jackie-wang-the-future-of-abolition,"Jackie Wang, Jee Leong Koh, Kirsten Han",Podcast
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,Leaving New York,http://evergreenreview.com/read/leaving-new-york/,Joy Garnett,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,The Evergreen Review Podcast #003 - Jeffery Renard Allen,https://evergreenreview.com/podcast/003-jeffery-renard-allen,"Jeffery Renard Allen, Dale Peck",Podcast
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,“Returning from a Walk” and Other Poems,http://evergreenreview.com/read/returning-from-a-walk-and-other-poems/,Charlotte Baker,Poetry
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,Jackal Pattern,http://evergreenreview.com/read/jackal-pattern/,Jason Schwartz,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,The Evergreen Review Podcast #002 - Calvin Baker,https://evergreenreview.com/podcast/002-calvin-baker,"Calvin Baker, Dale Peck",Podcast
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,What We Don’t Talk About When We Talk About #MeToo,http://evergreenreview.com/read/what-we-dont-talk-about-when-we-talk-about-metoo/,JoAnn Wypijewski,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,The Evergreen Review Podcast #001 - John Oakes,https://evergreenreview.com/podcast/001-john-oakes,"John Oakes, Dale Peck",Podcast
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,"Against Innocence: Race, Gender, and the Politics of Safety",http://evergreenreview.com/read/against-innocence-race-gender-and-the-politics-of-safety/,Jackie Wang,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,Expel,http://evergreenreview.com/read/expel/,Tania De Rozario,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,Deaf Mute,http://evergreenreview.com/read/deaf-mute/,Ricco Villanueva Siasoco,
http://evergreenreview.com/fw20/,F/W,,Fall / Winter 2020,“Engineer” and Other Poems,http://evergreenreview.com/read/engineer-and-other-poems/,Paula Mendoza,Poetry
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,Other Fires,http://evergreenreview.com/read/other-fires/,Chiseche Salome Mibenge,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,I Kick the Baby and Keep the Girl,http://evergreenreview.com/read/i-kick-the-baby-and-keep-the-girl/,Megan Milks,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,The Sex Education of Robin Kahn,http://evergreenreview.com/read/the-sex-education-of-robin-kahn/,"Joy Garnett, Robin Kahn",
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,Catherine in the City to Crabstick in the Country,http://evergreenreview.com/read/catherine-in-the-city-to-crabstick-in-the-country/,Cat Fitzpatrick,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,Two Poems,http://evergreenreview.com/read/two-poems-by-aaron-landsman/,Aaron Landsman,Poetry
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,The Sun Not Yet Swallowed,http://evergreenreview.com/read/the-sun-not-yet-swallowed/,Douglas Anthony Cooper,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,Lucky,http://evergreenreview.com/read/lucky/,Doreen Baingana,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,“Errata” and Other Poems,http://evergreenreview.com/read/errata-and-other-poems/,Daniele Pantano,Poetry
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,Mala 84,http://evergreenreview.com/read/mala-84/,Suzanne Gardinier,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,Run! Gun! Zigzag!,http://evergreenreview.com/read/run-gun-zigzag/,Young-Hae Chang Heavy Industries,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,The Art of Diplomacy and the Anticipation of Memory: Imagination at Work and Play,http://evergreenreview.com/read/the-art-of-diplomacy/,Mark Jacobs,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,The Wrong Stuff,http://evergreenreview.com/read/the-wrong-stuff/,John Strausbaugh,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,To the Electric City,http://evergreenreview.com/read/to-the-electric-city/,Sergio Chejfec,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,The Evergreen Review Podcast #006 - Robert Guffey,https://evergreenreview.com/podcast/006-robert-guffey,"Robert Guffey, Miracle Jones",Podcast
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,Eating with God,http://evergreenreview.com/read/eating-with-god/,Stanley Gazemba,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,Prussian Blue,http://evergreenreview.com/read/prussian-blue/,Robert(a) Marshall,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,The World’s Manga Love Affair Is Just Beginning,http://evergreenreview.com/read/the-worlds-manga-love-affair-is-just-beginning/,Eric Margolis,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,Werewolves of Lockdown,http://evergreenreview.com/read/werewolves-of-lockdown/,Patrick Hipp,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,A Generation,http://evergreenreview.com/read/a-generation/,Adam Klein,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,a brief layover (cary grant with his pants down),http://evergreenreview.com/read/a-brief-layover/,Chris Campanioni,
http://evergreenreview.com/fw21/,F/W,,Fall / Winter 2021,Fulfilling Consumption with Comfort Cat,http://evergreenreview.com/read/fulfilling-consumption-with-comfort-cat/,Miracle Jones,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,The Muse: Dictee at 40,https://evergreenreview.com/the-muse-dictee-at-40/,Porochista Khakpour and Jee Leong Koh (editors),Portfolio
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,Astyanax and Other Poems,http://evergreenreview.com/read/astyanax-and-other-poems/,George Kalogeris,Poetry
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,"Hello, My Relative",http://evergreenreview.com/read/hello-my-relative/,Braudie Blais-Billie,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,Gaze,http://evergreenreview.com/read/gaze/,Jackie Ogega,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,Precise Tomato Orientation and Other Poems,http://evergreenreview.com/read/precise-tomato-orientation-and-other-poems/,Holly Burdorff,Poetry
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,Diseuse in a Dead Time: Letters to Theresa Hak Kyung Cha,http://evergreenreview.com/read/diseuse-in-a-dead-time/,Jennifer Kwon Dobbs,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,MERIDIAN,http://evergreenreview.com/read/meridian/,Dong Li,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,To My Mother / To My Dear Daughter,http://evergreenreview.com/read/to-my-mother-to-my-dear-daughter/,Elisa McAtee,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,DICTEE / DIPTYCH,http://evergreenreview.com/read/dictee-diptych/,Alexa Climaldi,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,JETÉE,http://evergreenreview.com/read/jetee/,Michelle Chen,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,Legs Escape,http://evergreenreview.com/watch/legs-escape/,Nina Kuo,Video/Visual
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,DICTEE’s Auto/Biographies: On Liveness & Family Photographs,http://evergreenreview.com/read/dictees-auto-biographies/,Maddie Kim,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,Missing a Mother Tongue,http://evergreenreview.com/read/missing-a-mother-tongue/,Indira A. Abiskaroon,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,It is 1982,http://evergreenreview.com/read/it-is-1982/,KimSu Theiler,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,The Muse,http://evergreenreview.com/read/the-muse-introduction/,Porochista Khakpour,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,Murmur,http://evergreenreview.com/read/murmur/,Richard Barnes,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,ink blood stars poems,http://evergreenreview.com/read/ink-blood-stars-poems/,Spencer Lee-Lenfield,Poetry
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,"April, Again: On the Poetics and Politics of MELPOMENE TRAGEDY",http://evergreenreview.com/read/april-again/,Julie Moon,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,The Shepherds’ Crusade,http://evergreenreview.com/read/the-shepherds-crusade/,Coyote Shook,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,Ukrainian Theorem,http://evergreenreview.com/read/ukrainian-theorem/,Mykhailo Ziatin,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,The Radiologist and the Spider/man and Other Poems,http://evergreenreview.com/read/the-radiologist-and-the-spider-man-and-other-poems/,Ecem Yucel,Poetry
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,False Dawn,http://evergreenreview.com/read/false-dawn/,Yma Johnson,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,HE,http://evergreenreview.com/read/he/,"Ryan Choi, Ryūnosuke Akutagawa",
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,"Chantel’s got no eyes, nose and mouth half as full as mine, head and neck and Other Poems",http://evergreenreview.com/read/chantels-got-no-eyes-and-other-poems/,Amber Atiya,Poetry
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,The Marginalization of Oscar Zeta Acosta,http://evergreenreview.com/read/the-marginalization-of-oscar-zeta-acosta/,David Wills,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,Other People’s Points of View,http://evergreenreview.com/read/other-peoples-points-of-view/,Luke Dani Blue,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,"Liberty, Equality, Maternity",http://evergreenreview.com/read/liberty-equality-maternity/,Skye C. Cleary,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,A Body in the Woods,http://evergreenreview.com/read/a-body-in-the-woods/,Kevin C. Pyle,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,The Vault,http://evergreenreview.com/read/the-vault/,"Barbara Molinard, Marguerite Duras",
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,Panics – Translator’s Note,http://evergreenreview.com/read/panics-translators-note/,Emma Ramadan,Translator's Note
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,Swiss-Kriss Ghana and Other Poems,http://evergreenreview.com/read/swiss-kriss-ghana-and-other-poems/,David Mills,Poetry
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,"begonia, ailing",http://evergreenreview.com/read/begonia-ailing/,"Jacob Nader, Mariam Bazeed",
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,A Bounded Life,http://evergreenreview.com/read/a-bounded-life/,Kiprop Kimutai,
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,Wolf in Dark Elms and Other Poems,http://evergreenreview.com/read/wolf-in-dark-elms-and-other-poems/,Cassandra Whitaker,Poetry
http://evergreenreview.com/fw22/,F/W,,Fall / Winter 2022,The P-word does not stand for Pandemic,http://evergreenreview.com/read/the-p-word-does-not-stand-for-pandemic/,Amani Rohana,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,A Mother Makes a Death,http://evergreenreview.com/read/a-mother-makes-a-death/,Elizabeth Brus,short story
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Main Course and Other Poems,http://evergreenreview.com/read/main-course-and-other-poems/,Anastacia-Renee,poetry
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Hummels,http://evergreenreview.com/read/hummels/,John Darcy,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Blob in Old Sink and Other Poems,http://evergreenreview.com/read/blob-in-old-sink-and-other-poems/,Jeffrey Gray,poetry
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,The Glamour,http://evergreenreview.com/read/the-glamour/,Mark Jacobs,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,West Twenty Third Street,http://evergreenreview.com/read/west-twenty-third-street/,Wayne Moreland,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Nomads,http://evergreenreview.com/read/nomads/,Ru Marshall,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,"One for you, one for me.",http://evergreenreview.com/read/one-for-you-one-for-me/,Younis B. Azeem,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Ecce Homo,http://evergreenreview.com/read/ecce-homo/,Andia Kisia,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,"Feelmore, Oakland and Other Poems",http://evergreenreview.com/read/feelmore-oakland-and-other-poems/,Carson Wolfe,poetry
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Izumi Ueda Yuu: Ocean is There,http://evergreenreview.com/read/izumi-ueda-yuu-ocean-is-there/,Izumi Ueda Yuu,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,The Silent Civil War: The Radicalization of the Evangelical Right,http://evergreenreview.com/read/the-silent-civil-war-the-radicalization-of-the-evangelical-right/,Robert Guffey,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Classic Florida Literature: On the Novelization of Porky’s II: The Next Day,http://evergreenreview.com/read/classic-florida-literature-on-the-novelization-of-porkys-ii/,Sean Gill,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Poppy Seeds for Gaza – A South African Witness,http://evergreenreview.com/read/poppy-seeds-for-gaza-a-south-african-witness/,Sandile Ngidi,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,MATERIAL WORLDS: Nazanin Noroozi,http://evergreenreview.com/read/material-worlds-nazanin-noroozi/,"Case Jernigan, Nazanin Noroozi",
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Useless Faggot,http://evergreenreview.com/read/useless-faggot/,Stephen Beachy,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Cacti: A Visual Protest Against the Silencing of Palestinian Voices in Germany,http://evergreenreview.com/read/cacti-a-visual-protest-against-the-silencing-of-palestinian-voices-in-germany/,Rasha Al Jundi,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,why write poems about freedom in a twitter-banned country? and Other Poems,http://evergreenreview.com/read/why-write-poems-in-a-twitter-banned-country/,Hauwa Shaffii Nuhu,poetry
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,The Detective,http://evergreenreview.com/read/the-detective/,Walker Rutter-Bowman,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Catfish Confidential,http://evergreenreview.com/read/catfish-confidential/,Richard Goldstein,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Genesis @ Midnight Hour and Other Poems,http://evergreenreview.com/read/genesis-at-midnight-hour-and-other-poems/,Ashunda Norris,poetry
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Note From Hell,http://evergreenreview.com/read/note-from-hell/,Suzanne Gardinier,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Israeli Military: A 100% Failure Rate Eradicating Palestinian Militant Resistance,http://evergreenreview.com/read/israeli-military-100-percent-failure-eradicating-palestinian-militant-resistance/,Zachary Foster,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,"Minor Detail, an excerpt",http://evergreenreview.com/read/minor-detail/,"Adania Shibli, Elisabeth Jaquette",excerpt
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Knife Block,http://evergreenreview.com/read/knife-block/,Terese Svoboda,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Attempt with a Gap in It,http://evergreenreview.com/read/attempt-with-a-gap-in-it/,Anna Lena Phillips Bell,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Ravage & Son (Prelude),http://evergreenreview.com/read/ravage-prelude/,Jerome Charyn,prelude
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Deluge Over Winesburg and Other Poems,http://evergreenreview.com/read/deluge-over-winesburg-and-other-poems/,Lily Wood,poetry
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Dori (Who Walked Barefoot Over the Mountain),http://evergreenreview.com/read/dori-who-walked-barefoot-over-the-mountain/,Derrick Martin-Campbell,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Autocrats Club and Other Poems,http://evergreenreview.com/read/autocrats-club-and-other-poems/,Mbizo Chirasha,poetry
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Uringa,http://evergreenreview.com/read/uringa/,Carmen Boullosa,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,A Visit to the British Museum and Other Poems,http://evergreenreview.com/read/a-visit-to-the-british-museum-and-other-poems/,Ojo Taiye,poetry
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Rekt Loop,http://evergreenreview.com/read/rekt-loop/,Orion Martin,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,White People Trying / The Kiss,http://evergreenreview.com/read/white-people-trying/,David Daniel,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Night in Xishuangbanna,http://evergreenreview.com/read/night-in-xishuangbanna/,Can Xue,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,A Conversation with Terence Sellers: Icon of Downtown New York ’70s Bohemia,http://evergreenreview.com/read/a-conversation-with-terence-sellers/,"Sanya Osha, Terence Sellers",conversation
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,The God Committee,http://evergreenreview.com/read/the-god-committee/,Mina Manchester,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Sorokin and the Rest of Us,http://evergreenreview.com/read/sorokin-and-the-rest-of-us/,Svetlana Satchkova,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Holly and Other Poems,http://evergreenreview.com/read/holly-and-other-poems/,Bibbe Hansen,poetry
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,Diving into the scars of disaster,http://evergreenreview.com/read/diving-into-the-scars-of-disaster/,Eric Margolis,
http://evergreenreview.com/fw23/,Fall / Winter 2023 -,,Fall / Winter 2023 - 2024,MATERIAL WORLDS: Erik Winkowski,http://evergreenreview.com/read/material-worlds-erik-winkowski/,"Case Jernigan, Erik Winkowski",
http://evergreenreview.com/fw24/,F/W,,Fall / Winter 2024,The Winter it Didn’t Snow,http://evergreenreview.com/read/the-winter-it-didnt-snow/,Daniel Goulden,
http://evergreenreview.com/fw24/,F/W,,Fall / Winter 2024,stome and Other Poems,http://evergreenreview.com/read/stome-and-other-poems/,Thabo Motsapi,Poems
http://evergreenreview.com/fw24/,F/W,,Fall / Winter 2024,A Walk in the Park,http://evergreenreview.com/read/a-walk-in-the-park/,Niq Mhlongo,
http://evergreenreview.com/fw24/,F/W,,Fall / Winter 2024,Postcard,http://evergreenreview.com/read/postcard/,Mazen Maarouf,
